Order_ID,Customer_Name,Category,Product_Name,Price,Quantity,Order_Date,Delivery_Status,City,Discount_Pct
fk-6862,Customer_5862,clothing,Women's Kurta,64639,1,05-10-25,Returned,Bengaluru,11
FK-6863,Customer_5863,books,Atomic Habits,11265,2,11-09-25,Pending,Kolkata,2
FK-6864,Customer_5864,Beauty,Nivea Lotion,₹64782,1,Apr 14 2026,Shipped,BLR,3
FK-6865,Customer_5865,Books,Python Crash Course,-39441,1,13-04-25,Returned,Gurgaon,18
FK-6866,Customer_5866,Shoes,Adidas Sliders,-12604,1,31-08-25,Returned,,17
FK-6867,Customer_5867,Home & Kitchen,Prestige Cooker,30868,1,12-12-25,Returned,Pune,27
FK-6868,Customer_5868,Clothing,Jacket,19231,1,09-03-25,Shipped,Hyderabad,16
FK-6869,Customer_5869,,Sony Headphones,35479,1,15-02-25,Pending,Gurgaon,11
FK-6870,Customer_5870,Beauty,Nivea Lotion,37373,1,03-11-25,Returned,Pune,11
FK-6871,Customer_5871,beauty,Nivea Lotion,30722,3,16-02-25,Shipped,Mumbai,3
FK-6872,Customer_5872,Home & Kitchen,Prestige Cooker,11389,1,21-03-25,Pending,Hyderabad,19
FK-6873,Customer_5873,Clothing,Women's Kurta,21389,1,14-05-25,Shipped,Hyderabad,22%
FK-6874,Customer_5874,Electronics,HP Pavilion Laptop,44833,5,Apr 20 2026,Shipped,Hyd,13
FK-6875,Customer_5875,Home & Kitchen,Milton Thermos,4730,4,Apr 27 2026,delivered,Hyderabad,11
FK-6876,Customer_5876,Home & Kitchen,Milton Thermos,70923,1,06-09-25,Canceled,Mumbai,5
FK-6877,Customer_5877,Electronics,Sony Headphones,42321,1,Jul 10 2025,Pending,Hyderabad,13%
FK-6878,Customer_5878,Clothing,Jacket,,4,04-03-26,returned,Mumbai,
FK-6879,Customer_5879,Beauty,Nivea Lotion,-34660,1,24-10-25,Canceled,Gurgaon,10%
FK-6880,Customer_5880,Shoes,Nike Running Shoes,26440,2,18-05-25,Returned,Bengaluru,21%
FK-6881,Customer_5881,Books,Atomic Habits,,1,21-07-25,Pending,Bengaluru,3
FK-6882,Customer_5882,beauty,Maybelline Lipstick,18193,2,12-07-25,Returned,BLR,0
FK-6883,Customer_5883,Books,Atomic Habits,40951,1,20-07-25,delivered,Delhi,16
FK-6884,Customer_5884,Shoes,Nike Running Shoes,,1,16-04-26,Returned,Gurgaon,30
fk-6885,Customer_5885,Electronics,HP Pavilion Laptop,₹15651,1,03-11-25,Returned,Chennai,7
FK-6886,Customer_5886,Clothing,Women's Kurta,4507,1,12-04-25,delivered,Hyd,27
FK-6887,Customer_5887,Electronics,Boat Airdopes,19695,1,21-11-25,delivered,Delhi,17
FK-6888,Customer_5888,Home & Kitchen,Bajaj Iron,10440,4,22-04-26,Shipped,Mumbai,19%
FK-6888,Customer_5888,Home & Kitchen,Bajaj Iron,10440,4,22-04-26,Shipped,Mumbai,19%
FK-6889,,Shoes,Adidas Sliders,54686,1,03-08-25,Pending,Mumbai,13
FK-6890,Customer_5890,Beauty,Maybelline Lipstick,74000,5,,Pending,Hyd,1
6891,Customer_5891,Beauty,Nivea Lotion,44466,1,25-11-25,delivered,Delhi,12%
FK-6892,Customer_5892,Clothing,Women's Kurta,30129,3,13-11-25,returned,,16
FK-6893,Customer_5893,Shoes,Nike Running Shoes,69497,2,Oct 05 2025,returned,Mumbai,1
FK-6893,Customer_5893,Shoes,Nike Running Shoes,69497,2,Oct 05 2025,returned,Mumbai,1
FK-6894,Customer_5894,Shoes,Adidas Sliders,₹38817,2,26-01-26,returned,,16
FK-6895,Customer_5895,Clothing,Jeans,₹42965,1,11-04-26,returned,Pune,23
FK-6896,Customer_5896,Books,Dune,39235,3,22-08-25,Returned,Bengaluru,23
FK-6897,Customer_5897,Beauty,Nivea Lotion,₹22111,999,12-07-25,Returned,Bengaluru,19
FK-6898,Customer_5898,Beauty,Lakme Eyeliner,59176,5,08-05-25,returned,,27
6899,Customer_5899,Clothing,Jeans,7589,1,25-04-26,Canceled,,28
FK-6900,Customer_5900,Home & Kitchen,Prestige Cooker,₹4231,2,14-11-25,returned,,14%
FK-6901,Customer_5901,Electronics,Apple iPhone 15,42078,3,22-02-26,Pending,Chennai,21%
fk-6902,Customer_5902,Clothing,Jacket,38115,2,02-06-25,delivered,Kolkata,14
FK-6903,Customer_5903,Shoes,Puma Sneakers,53148,4,14-03-25,Returned,Mumbai,
FK-6904,Customer_5904,Electronics,Apple iPhone 15,-18475,1,29-07-25,Pending,Pune,21
FK-6905,Customer_5905,Home & Kitchen,Prestige Cooker,,2,,Returned,,NULL
FK-6906,Customer_5906,Books,Dune,473,2,21-12-25,Canceled,Pune,8
FK-6907,Customer_5907,Clothing,Women's Kurta,45700,4,20-03-26,Pending,Kolkata,1
FK-6908,Customer_5908,Clothing,Jacket,52073,1,,Delivered,Hyderabad,9%
FK-6909,Customer_5909,Beauty,Lakme Eyeliner,,3,Mar 18 2026,Canceled,Mumbai,23%
FK-6910,Customer_5910,Beauty,Nivea Lotion,Rs. 44793,2,04-05-26,delivered,Hyd,0
FK-6911,Customer_5911,Home & Kitchen,Pigeon Gas Stove,70885,1,Oct 26 2025,Shipped,Kolkata,10
FK-6912,Customer_5912,Shoes,Adidas Sliders,Rs. 1514,1,03-03-26,Canceled,Hyd,25
FK-6913,Customer_5913,Beauty,Nivea Lotion,4552,1,24-04-25,returned,Bengaluru,8
FK-6914,,Electronics,Boat Airdopes,42208,2,Jun 26 2025,Returned,Delhi,5%
FK-6915,Customer_5915,Books,Dune,40582,1,15-02-26,Pending,BLR,14
FK-6916,Customer_5916,,Dell Mouse,70842,1,08-04-25,Canceled,Chennai,2
FK-6917,Customer_5917,Beauty,Lakme Eyeliner,56631,1,24-04-26,Returned,,25
FK-6918,Customer_5918,Books,Dune,43897,1,04-03-25,Pending,Pune,N/A
FK-6919,Customer_5919,Shoes,Nike Running Shoes,16066,1,25-10-25,returned,Delhi,7
fk-6920,Customer_5920,Clothing,Jeans,,3,29-01-26,Returned,Pune,18
FK-6921,Customer_5921,Shoes,Adidas Sliders,-71430,1,26-05-25,Delivered,Gurgaon,26
FK-6922,Customer_5922,Electronics,Boat Airdopes,43421,2,18-03-25,Canceled,Chennai,10
FK-6923,Customer_5923,Beauty,Lakme Eyeliner,36008,1,Apr 07 2025,Returned,Hyderabad,0
FK-6924,Customer_5924,Books,Python Crash Course,20284,1,22-02-25,returned,Pune,21
FK-6925,Customer_5925,Beauty,Maybelline Lipstick,33708,1,25-11-25,returned,Chennai,27
FK-6926,Customer_5926,Beauty,Maybelline Lipstick,48488,2,14-09-25,Shipped,Bengaluru,16
FK-6927,,Books,Rich Dad Poor Dad,41073,1,14-02-26,returned,Delhi,9
FK-6928,Customer_5928,Books,Python Crash Course,68355,1,10-02-25,Returned,Mumbai,25
FK-6929,Customer_5929,Home & Kitchen,Milton Thermos,17939,2,03-06-25,Delivered,,4%
FK-6930,Customer_5930,Clothing,Jeans,₹44120,1,18-03-25,delivered,Pune,23
FK-6931,Customer_5931,BEAUTY,Maybelline Lipstick,57692,5,17-06-25,Shipped,,16
FK-6932,Customer_5932,Electronics,Samsung Galaxy M14,Rs. 26052,2,Jul 31 2025,Shipped,Delhi,19
FK-6933,,Beauty,Nivea Lotion,11652,1,16-08-25,delivered,Mumbai,15
6934,Customer_5934,Home & Kitchen,Bajaj Iron,8559,,20-03-25,returned,Bengaluru,9%
FK-6935,Customer_5935,Electronics,Dell Mouse,-53528,1,28-02-26,returned,Gurgaon,NULL
FK-6936,Customer_5936,Beauty,Maybelline Lipstick,42505,4,25-09-25,Shipped,Delhi,N/A
FK-6937,Customer_5937,Home & Kitchen,Pigeon Gas Stove,50918,1,03-12-25,Shipped,,26
FK-6938,Customer_5938,Shoes,Adidas Sliders,₹56898,1,02-11-25,Delivered,BLR,12
fk-6939,Customer_5939,clothing,Saree,45351,5,10-05-26,Pending,Mumbai,16
FK-6940,,CLOTHING,Jacket,14128,1,17-09-25,Returned,Pune,6
6941,Customer_5941,Electronics,Sony Headphones,,2,13-12-25,delivered,BLR,13
FK-6942,Customer_5942,Shoes,Puma Sneakers,26933,1,13-11-25,returned,Bengaluru,20%
fk-6943,Customer_5943,Clothing,Women's Kurta,6538,,,returned,Gurgaon,5
FK-6944,Customer_5944,electronics,Samsung Galaxy M14,Rs. 38716,1,07-08-25,Returned,Gurgaon,5
FK-6945,Customer_5945,Clothing,Jacket,25447,1,,Shipped,Hyderabad,NULL
FK-6946,Customer_5946,Electronics,Apple iPhone 15,₹53904,1,Dec 17 2025,Pending,Gurgaon,21
FK-6947,Customer_5947,Shoes,Puma Sneakers,₹51115,1,18-03-25,returned,,13
FK-6948,Customer_5948,Beauty,Lakme Eyeliner,,1,30-03-25,Delivered,Mumbai,18
FK-6949,Customer_5949,Home & Kitchen,Pigeon Gas Stove,47016,-1,02-01-25,Delivered,Gurgaon,2
FK-6950,Customer_5950,Home & Kitchen,Bajaj Iron,42446,1,16-01-26,Canceled,Bengaluru,1
FK-6951,Customer_5951,Shoes,Puma Sneakers,43445,1,20-02-25,returned,Delhi,9
FK-6952,Customer_5952,home & kitchen,Prestige Cooker,19208,4,,Shipped,Gurgaon,NULL
FK-6953,Customer_5953,clothing,Men's T-Shirt,69746,1,28-01-25,Shipped,BLR,29
FK-6954,Customer_5954,Electronics,Boat Airdopes,8355,1,17-02-25,Returned,Hyderabad,20
FK-6955,Customer_5955,shoes,Puma Sneakers,-5682,1,Oct 12 2025,Pending,,NULL
FK-6956,,Books,Dune,58595,2,09-10-25,Shipped,Mumbai,1%
FK-6957,Customer_5957,Electronics,Boat Airdopes,,1,11-03-25,returned,Hyd,10
FK-6958,Customer_5958,Clothing,Women's Kurta,9712,2,Mar 23 2026,Shipped,,0
FK-6959,,,Sony Headphones,10289,1,03-04-25,Shipped,Hyd,29
FK-6960,Customer_5960,Shoes,Nike Running Shoes,₹1694,4,Mar 09 2025,Canceled,Gurgaon,23
FK-6961,Customer_5961,Electronics,HP Pavilion Laptop,63831,4,08-06-25,Canceled,Mumbai,N/A
FK-6962,Customer_5962,home & kitchen,Prestige Cooker,73062,1,16-02-26,Pending,BLR,15
FK-6963,,Books,Python Crash Course,₹28374,1,19-11-25,delivered,Hyd,NULL
FK-6964,Customer_5964,Beauty,Nivea Lotion,₹42122,1,21-11-25,Delivered,Chennai,0%
FK-6965,Customer_5965,Home & Kitchen,Bajaj Iron,43530,1,13-02-26,returned,,1
FK-6966,Customer_5966,Beauty,Maybelline Lipstick,₹10550,3,03-08-25,Returned,Hyderabad,
fk-6967,Customer_5967,Shoes,Adidas Sliders,₹395,1,14-02-25,delivered,Bengaluru,17
FK-6968,Customer_5968,Shoes,Nike Running Shoes,54815,1,17-05-25,returned,Chennai,0
FK-6969,Customer_5969,Clothing,Saree,₹8446,5,,Returned,Kolkata,6
FK-6970,Customer_5970,Shoes,Puma Sneakers,34253,999,07-09-25,delivered,Delhi,16%
FK-6971,Customer_5971,Books,Dune,69877,,16-02-25,Pending,Gurgaon,13
FK-6972,Customer_5972,Clothing,Men's T-Shirt,-38534,1,26-04-25,Canceled,Mumbai,23%
FK-6973,Customer_5973,Clothing,Men's T-Shirt,10935,2,16-01-25,delivered,Chennai,11
FK-6974,Customer_5974,clothing,Women's Kurta,9512,2,27-11-25,returned,BLR,7
FK-6975,Customer_5975,Clothing,Jacket,37145,-1,17-01-25,Canceled,Hyderabad,1
FK-6975,Customer_5975,Clothing,Jacket,37145,-1,17-01-25,Canceled,Hyderabad,1
6976,Customer_5976,Books,Rich Dad Poor Dad,₹28117,999,29-07-25,Pending,,13
6976,Customer_5976,Books,Rich Dad Poor Dad,₹28117,999,29-07-25,Pending,,13
FK-6977,Customer_5977,Books,Atomic Habits,43152,1,07-02-26,Returned,Hyderabad,NULL
FK-6978,Customer_5978,books,Rich Dad Poor Dad,4439,1,01-10-25,Shipped,Pune,18
FK-6979,Customer_5979,Books,Python Crash Course,63712,3,05-01-25,returned,Delhi,N/A
FK-6980,Customer_5980,Home & Kitchen,Pigeon Gas Stove,34749,2,20-01-26,Delivered,Hyderabad,6%
FK-6981,Customer_5981,Clothing,Jacket,67598,1,08-10-25,Delivered,Kolkata,19
FK-6982,Customer_5982,Shoes,Nike Running Shoes,40355,2,13-04-25,Returned,Gurgaon,10
FK-6983,Customer_5983,Electronics,Samsung Galaxy M14,53248,2,06-05-26,Returned,BLR,7
FK-6984,Customer_5984,Shoes,Puma Sneakers,32618,1,22-02-26,Pending,Chennai,11
FK-6985,Customer_5985,Clothing,Women's Kurta,6033,1,Jul 20 2025,Shipped,,
FK-6986,Customer_5986,Beauty,Maybelline Lipstick,69001,1,18-03-26,delivered,Pune,10
FK-6987,Customer_5987,Books,Rich Dad Poor Dad,11913,2,08-01-26,Canceled,Mumbai,3
FK-6988,Customer_5988,Home & Kitchen,Prestige Cooker,-54500,1,Jul 31 2025,Returned,Bengaluru,15%
FK-6989,Customer_5989,Shoes,Adidas Sliders,Rs. 56881,1,15-08-25,delivered,Pune,19
FK-6990,Customer_5990,Electronics,HP Pavilion Laptop,39260,1,01-05-25,returned,Pune,27%
FK-6991,Customer_5991,Home & Kitchen,Prestige Cooker,36648,1,25-12-25,Returned,BLR,
FK-6992,Customer_5992,Shoes,Nike Running Shoes,Rs. 27208,1,28-02-25,returned,Chennai,N/A
FK-6993,Customer_5993,Electronics,Sony Headphones,-53697,1,03-06-25,delivered,Gurgaon,21
FK-6994,Customer_5994,Clothing,Women's Kurta,₹55988,1,04-02-26,Pending,Pune,13
FK-6995,Customer_5995,,Boat Airdopes,-31303,,Oct 04 2025,delivered,Hyderabad,25
FK-6996,Customer_5996,Home & Kitchen,Pigeon Gas Stove,37118,1,07-05-26,Canceled,Gurgaon,
FK-6997,Customer_5997,Shoes,Puma Sneakers,29350,2,20-02-26,returned,Mumbai,
FK-6998,Customer_5998,Books,Dune,1842,1,09-11-25,Delivered,Pune,
FK-6999,Customer_5999,home & kitchen,Prestige Cooker,25116,1,29-01-25,Shipped,Chennai,7%
FK-7000,Customer_6000,,Apple iPhone 15,73268,2,13-03-25,delivered,BLR,NULL
FK-7001,Customer_6001,Books,Dune,53612,2,20-01-25,Pending,Gurgaon,9
FK-7002,Customer_6002,Clothing,Saree,66707,2,01-04-25,Canceled,Bengaluru,4
FK-7003,Customer_6003,Shoes,Puma Sneakers,,1,26-04-26,Canceled,Pune,27%
FK-7004,Customer_6004,Home & Kitchen,Milton Thermos,1811,1,29-01-25,Shipped,Pune,21
FK-7005,Customer_6005,Clothing,Women's Kurta,35360,2,12-04-26,Canceled,Gurgaon,2
FK-7005,Customer_6005,Clothing,Women's Kurta,35360,2,12-04-26,Canceled,Gurgaon,2
fk-7006,Customer_6006,Shoes,Adidas Sliders,59770,3,02-09-25,Delivered,Hyderabad,15
FK-7007,Customer_6007,Electronics,Boat Airdopes,13129,2,Jun 14 2025,Pending,Pune,25%
FK-7008,Customer_6008,Books,Python Crash Course,₹15192,2,,Pending,Chennai,12
FK-7009,,Shoes,Puma Sneakers,46796,1,19-11-25,delivered,Hyderabad,21%
FK-7010,Customer_6010,Beauty,Nivea Lotion,8360,1,30-10-25,returned,Pune,5
FK-7011,Customer_6011,Shoes,Nike Running Shoes,35421,2,,delivered,Pune,25
FK-7012,Customer_6012,Clothing,Women's Kurta,30979,1,30-09-25,Returned,Delhi,4
FK-7013,Customer_6013,Clothing,Jeans,55075,4,08-08-25,Delivered,Bengaluru,12
FK-7014,Customer_6014,Clothing,Men's T-Shirt,1770,2,06-12-25,returned,Hyderabad,17
FK-7015,Customer_6015,Home & Kitchen,Pigeon Gas Stove,74252,2,18-12-25,Returned,Pune,NULL
FK-7016,Customer_6016,Shoes,Puma Sneakers,15267,1,16-01-25,Delivered,Hyderabad,2
FK-7017,Customer_6017,home & kitchen,Pigeon Gas Stove,19901,one,01-01-26,Canceled,Mumbai,7
FK-7018,Customer_6018,Home & Kitchen,Bajaj Iron,67214,1,05-06-25,Delivered,Gurgaon,6
7019,Customer_6019,Clothing,Jacket,Rs. 67866,1,04-02-26,Delivered,Hyd,19%
FK-7020,Customer_6020,Books,Atomic Habits,57343,2,,delivered,Kolkata,17
FK-7021,Customer_6021,,Samsung Galaxy M14,23422,2,24-05-25,Canceled,Mumbai,18
FK-7022,Customer_6022,Books,Dune,60886,4,15-05-25,Shipped,Hyd,20
fk-7023,Customer_6023,Shoes,Adidas Sliders,7249,3,04-06-25,Pending,,23
FK-7024,Customer_6024,Electronics,Samsung Galaxy M14,Rs. 30251,2,02-10-25,Canceled,Gurgaon,24
FK-7025,Customer_6025,Home & Kitchen,Prestige Cooker,,1,08-03-25,Shipped,Kolkata,15
fk-7026,Customer_6026,home & kitchen,Bajaj Iron,Rs. 47785,one,22-03-26,Returned,Bengaluru,14
FK-7027,Customer_6027,Clothing,Saree,14684,1,18-04-26,Shipped,Chennai,N/A
FK-7028,Customer_6028,BOOKS,Python Crash Course,60272,1,14-03-26,delivered,Mumbai,11%
FK-7029,Customer_6029,Shoes,Puma Sneakers,₹70972,1,21-04-26,Shipped,,17
FK-7030,Customer_6030,,Boat Airdopes,28350,1,09-07-25,returned,BLR,18
FK-7030,Customer_6030,,Boat Airdopes,28350,1,09-07-25,returned,BLR,18
fk-7031,Customer_6031,Beauty,Lakme Eyeliner,49827,,02-03-26,returned,Gurgaon,24
FK-7032,Customer_6032,Electronics,Boat Airdopes,17671,1,12-02-25,Pending,Gurgaon,11
FK-7033,Customer_6033,Home & Kitchen,Prestige Cooker,Rs. 24848,2,12-12-25,Shipped,Gurgaon,N/A
FK-7034,Customer_6034,,Dell Mouse,63124,1,17-08-25,Shipped,Delhi,4
FK-7035,Customer_6035,Books,Rich Dad Poor Dad,3481,2,23-07-25,returned,Hyd,17
fk-7036,Customer_6036,Shoes,Adidas Sliders,₹44738,2,02-05-26,delivered,Hyderabad,11
FK-7037,Customer_6037,Electronics,Sony Headphones,37010,2,09-12-25,Delivered,,23
FK-7038,Customer_6038,Clothing,Jeans,70058,1,15-09-25,Canceled,Pune,19
FK-7039,Customer_6039,Shoes,Nike Running Shoes,16597,3,Jul 24 2025,Pending,BLR,16
FK-7040,Customer_6040,Books,Python Crash Course,₹33953,4,Dec 31 2025,delivered,Pune,16
FK-7041,Customer_6041,HOME & KITCHEN,Milton Thermos,-14185,3,16-01-26,Shipped,Delhi,7
FK-7042,Customer_6042,Books,Rich Dad Poor Dad,49649,2,23-08-25,Shipped,Pune,6
FK-7043,Customer_6043,Shoes,Puma Sneakers,6183,1,,Canceled,,19
FK-7044,Customer_6044,Books,Dune,72831,2,25-01-26,delivered,Kolkata,22
FK-7045,Customer_6045,Home & Kitchen,Bajaj Iron,20371,3,10-10-25,Shipped,Kolkata,25
FK-7046,Customer_6046,Clothing,Jeans,60812,1,02-03-25,Canceled,Chennai,N/A
FK-7047,Customer_6047,Books,Atomic Habits,12493,2,22-05-25,Shipped,,3
FK-7048,Customer_6048,Shoes,Nike Running Shoes,₹42196,3,07-07-25,Canceled,Chennai,17
FK-7049,Customer_6049,Electronics,HP Pavilion Laptop,6157,1,18-06-25,Shipped,Mumbai,10
FK-7050,Customer_6050,Beauty,Nivea Lotion,14751,1,24-11-25,Canceled,Hyderabad,11
FK-7051,Customer_6051,Clothing,Women's Kurta,₹16972,2,21-09-25,Delivered,Hyd,24
7052,Customer_6052,Beauty,Lakme Eyeliner,69468,1,04-01-25,Delivered,Gurgaon,2
FK-7053,Customer_6053,Beauty,Maybelline Lipstick,45529,1,12-01-25,Canceled,Gurgaon,17%
7054,Customer_6054,Clothing,Jeans,13181,1,22-10-25,Pending,Pune,0%
FK-7055,Customer_6055,Beauty,Lakme Eyeliner,63504,1,,Returned,Gurgaon,17
FK-7056,Customer_6056,Home & Kitchen,Milton Thermos,₹13209,999,12-10-25,Canceled,Gurgaon,28
FK-7057,Customer_6057,,Samsung Galaxy M14,4864,1,09-07-25,Delivered,Chennai,20
FK-7058,Customer_6058,Beauty,Nivea Lotion,,1,25-11-25,delivered,,0
FK-7059,Customer_6059,Shoes,Puma Sneakers,,two,02-09-25,Delivered,Hyd,6
FK-7060,Customer_6060,Beauty,Nivea Lotion,19394,1,08-08-25,Shipped,Pune,27
FK-7061,Customer_6061,Books,Python Crash Course,71465,1,Mar 03 2026,returned,Bengaluru,29
FK-7062,Customer_6062,Books,Atomic Habits,28808,1,04-04-25,Pending,Chennai,21%
fk-7063,Customer_6063,Home & Kitchen,Pigeon Gas Stove,14532,2,30-01-25,Shipped,Bengaluru,6
FK-7064,Customer_6064,Clothing,Men's T-Shirt,₹58843,1,14-10-25,Canceled,Kolkata,18
FK-7065,Customer_6065,Shoes,Puma Sneakers,71071,1,21-10-25,Returned,Mumbai,NULL
FK-7066,Customer_6066,Electronics,Apple iPhone 15,42048,1,01-07-25,Canceled,Pune,1
FK-7067,Customer_6067,Shoes,Puma Sneakers,43612,5,08-04-25,Returned,Gurgaon,30
FK-7068,Customer_6068,Clothing,Women's Kurta,74439,2,27-11-25,Delivered,,19
FK-7069,Customer_6069,,HP Pavilion Laptop,53291,1,28-09-25,delivered,BLR,24
FK-7070,Customer_6070,Home & Kitchen,Pigeon Gas Stove,28538,1,17-03-26,Pending,Gurgaon,0
FK-7071,Customer_6071,Beauty,Lakme Eyeliner,39566,1,08-05-26,Pending,Hyd,24%
FK-7072,Customer_6072,Shoes,Nike Running Shoes,24156,1,Jan 23 2025,Returned,Delhi,18
FK-7073,Customer_6073,Shoes,Adidas Sliders,Rs. 57130,1,09-08-25,delivered,Hyderabad,15%
FK-7074,Customer_6074,Clothing,Men's T-Shirt,704,2,10-05-26,Pending,Gurgaon,N/A
FK-7075,Customer_6075,BEAUTY,Nivea Lotion,22752,1,04-04-25,Returned,BLR,15
7076,Customer_6076,Clothing,Jacket,20506,,18-09-25,Canceled,Mumbai,4
FK-7077,Customer_6077,Beauty,Maybelline Lipstick,31126,1,22-01-26,Pending,Kolkata,12
FK-7078,Customer_6078,BOOKS,Python Crash Course,59010,1,28-01-25,Canceled,Bengaluru,10
FK-7079,Customer_6079,Shoes,Adidas Sliders,31630,1,10-08-25,Pending,Hyd,23
FK-7080,Customer_6080,Electronics,HP Pavilion Laptop,73196,1,Dec 07 2025,delivered,Gurgaon,20
FK-7081,Customer_6081,clothing,Saree,64240,3,05-05-26,Returned,BLR,17%
FK-7082,Customer_6082,Home & Kitchen,Prestige Cooker,Rs. 27672,1,04-05-26,returned,Kolkata,15
FK-7083,Customer_6083,ELECTRONICS,Sony Headphones,7481,1,29-03-25,returned,Chennai,20
FK-7084,Customer_6084,Shoes,Puma Sneakers,52244,1,29-04-26,delivered,Pune,15
FK-7085,Customer_6085,beauty,Lakme Eyeliner,31991,1,05-06-25,Canceled,Pune,1
FK-7086,Customer_6086,Beauty,Maybelline Lipstick,47526,2,15-08-25,Shipped,BLR,19
FK-7087,Customer_6087,Electronics,Sony Headphones,26174,5,20-06-25,Delivered,BLR,27%
FK-7088,Customer_6088,Electronics,Samsung Galaxy M14,₹45179,2,13-03-26,Shipped,Hyderabad,7
FK-7089,Customer_6089,Clothing,Jacket,59101,two,09-02-26,Pending,Delhi,9%
FK-7090,Customer_6090,Clothing,Jacket,18242,1,02-02-26,Delivered,Delhi,14
FK-7091,Customer_6091,Beauty,Lakme Eyeliner,45196,1,Jun 12 2025,Shipped,,10
FK-7092,Customer_6092,Home & Kitchen,Milton Thermos,60943,2,10-09-25,Delivered,Chennai,11
FK-7093,Customer_6093,Shoes,Nike Running Shoes,50074,1,11-07-25,delivered,Bengaluru,28
FK-7094,Customer_6094,Books,Rich Dad Poor Dad,48701,2,06-04-25,Canceled,Mumbai,3
FK-7095,Customer_6095,home & kitchen,Prestige Cooker,-40281,1,26-04-26,delivered,,13
FK-7096,Customer_6096,Electronics,Sony Headphones,34205,2,12-06-25,Canceled,Kolkata,17
FK-7097,Customer_6097,Home & Kitchen,Bajaj Iron,-9546,1,10-01-26,Delivered,,25%
FK-7098,Customer_6098,Shoes,Puma Sneakers,₹18766,2,24-06-25,delivered,Chennai,9
FK-7099,Customer_6099,Clothing,Women's Kurta,21569,1,25-01-26,delivered,Kolkata,26%
FK-7100,Customer_6100,beauty,Nivea Lotion,₹6684,4,15-07-25,Shipped,Mumbai,19%
FK-7101,Customer_6101,Home & Kitchen,Milton Thermos,34996,1,16-01-26,Delivered,Delhi,18
FK-7102,Customer_6102,Beauty,Maybelline Lipstick,25242,2,07-04-25,Pending,Kolkata,N/A
FK-7103,Customer_6103,Home & Kitchen,Prestige Cooker,74155,5,03-04-25,returned,Mumbai,13
FK-7104,Customer_6104,Beauty,Lakme Eyeliner,858,1,17-12-25,Returned,Hyd,NULL
FK-7105,Customer_6105,Beauty,Lakme Eyeliner,45489,1,01-02-25,delivered,Gurgaon,2
FK-7106,Customer_6106,,HP Pavilion Laptop,40027,2,,Returned,,20
FK-7107,Customer_6107,Books,Atomic Habits,41357,2,30-01-26,Canceled,Hyderabad,27
FK-7108,Customer_6108,Shoes,Puma Sneakers,74358,2,30-09-25,Returned,Gurgaon,26
FK-7109,Customer_6109,Beauty,Lakme Eyeliner,37868,2,12-05-25,delivered,Bengaluru,25
FK-7110,Customer_6110,Beauty,Maybelline Lipstick,32489,1,13-08-25,Shipped,Mumbai,25
FK-7111,Customer_6111,Clothing,Women's Kurta,67169,2,20-03-25,Pending,Kolkata,21
FK-7112,Customer_6112,Electronics,HP Pavilion Laptop,50233,1,04-05-26,delivered,Chennai,5%
FK-7113,Customer_6113,Home & Kitchen,Prestige Cooker,71102,1,11-04-26,Canceled,Gurgaon,20
FK-7114,Customer_6114,Shoes,Adidas Sliders,61912,1,18-11-25,Returned,Hyd,21
FK-7115,Customer_6115,Beauty,Maybelline Lipstick,42722,1,10-07-25,Delivered,Bengaluru,17
FK-7116,Customer_6116,Electronics,Dell Mouse,72606,999,17-10-25,Canceled,BLR,NULL
FK-7117,,Beauty,Maybelline Lipstick,47559,1,01-09-25,Returned,Kolkata,19
FK-7118,Customer_6118,Home & Kitchen,Milton Thermos,23926,1,04-03-25,Shipped,,19
FK-7119,Customer_6119,Books,Atomic Habits,Rs. 9654,1,30-03-26,Delivered,BLR,3
FK-7120,Customer_6120,Home & Kitchen,Pigeon Gas Stove,50661,1,25-12-25,returned,Chennai,
FK-7121,Customer_6121,Home & Kitchen,Bajaj Iron,71014,,13-09-25,Returned,Gurgaon,7
FK-7122,Customer_6122,Clothing,Saree,29313,3,Mar 26 2026,returned,Kolkata,11%
FK-7123,Customer_6123,beauty,Maybelline Lipstick,59370,5,10-10-25,Pending,Gurgaon,22
FK-7124,Customer_6124,Beauty,Lakme Eyeliner,5502,1,13-02-25,Delivered,,10
FK-7125,Customer_6125,Beauty,Lakme Eyeliner,31762,1,08-05-26,Canceled,,16
FK-7126,Customer_6126,HOME & KITCHEN,Bajaj Iron,₹4214,1,21-05-25,Shipped,Bengaluru,27
FK-7127,,Shoes,Puma Sneakers,43754,1,18-04-26,Canceled,Gurgaon,4
FK-7127,,Shoes,Puma Sneakers,43754,1,18-04-26,Canceled,Gurgaon,4
FK-7128,Customer_6128,Shoes,Nike Running Shoes,₹70356,one,10-02-25,Shipped,Delhi,16
FK-7129,Customer_6129,Clothing,Women's Kurta,66639,2,02-06-25,delivered,Gurgaon,N/A
FK-7130,Customer_6130,Electronics,Boat Airdopes,47057,3,02-05-26,Returned,Mumbai,26
FK-7131,Customer_6131,Beauty,Lakme Eyeliner,8019,1,09-01-26,delivered,BLR,25
FK-7132,Customer_6132,Clothing,Jeans,1500,1,26-06-25,returned,,14
fk-7133,Customer_6133,Electronics,Sony Headphones,₹11215,1,20-06-25,Delivered,Hyderabad,22%
